transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00067899,CUST003177,106.54,4.068646516645562e-14,4.068646516645562e-12,LOW,is_night_transaction | international_ratio_24h | unique_destination_countries,1.509443 | 1.248694 | 0.476960,transaction_hour | transaction_month | log_amount,-4.114839 | -2.821663 | -2.356328
TXN00089809,CUST003385,287.33,2.1440069496387017e-07,2.1440069496387016e-05,LOW,transaction_hour | transaction_month | channel_transaction_count,2.409747 | 1.928612 | 1.693617,is_night_transaction | is_weekend | amount_vs_customer_max,-0.530345 | -0.430003 | -0.320894
TXN00006775,CUST004399,610.57,2.088734683766812e-12,2.0887346837668118e-10,LOW,log_amount | transaction_month | channel_transaction_ratio,1.580301 | 1.453584 | 0.586606,transaction_hour | international_ratio_24h | is_night_transaction,-3.679867 | -1.361817 | -0.530345
TXN00090603,CUST002656,289.26,6.227269553212113e-11,6.2272695532121135e-09,LOW,transaction_hour | transaction_month | international_ratio_24h,1.539802 | 1.453584 | 1.248694,channel_transaction_ratio | channel_transaction_count | is_night_transaction,-1.099843 | -1.018882 | -0.530345
TXN00038461,CUST004720,3305.45,1.3329361844984678e-09,1.3329361844984678e-07,LOW,log_amount | amount_vs_customer_max | international_ratio_24h,5.402409 | 1.700128 | 1.248694,transaction_hour | customer_volume_share | amount_vs_customer_average,-2.809922 | -1.639223 | -1.483584
TXN00092056,CUST003108,128.49,6.26407345878915e-09,6.26407345878915e-07,LOW,transaction_hour | is_night_transaction | transaction_month,4.584609 | 1.509443 | 0.978557,log_amount | international_ratio_24h | transaction_day_of_week,-1.935659 | -1.361817 | -0.352400
TXN00042459,CUST002782,719.64,1.6661536124583165e-13,1.6661536124583163e-11,LOW,log_amount | transaction_hour | international_ratio_24h,1.951981 | 1.539802 | 1.248694,transaction_month | cash_ratio_24h | pep_flag,-1.871608 | -1.796937 | -1.343559
TXN00054923,CUST000555,494.58,7.217368741725572e-14,7.217368741725572e-12,LOW,transaction_hour | log_amount | cash_ratio_24h,2.409747 | 1.104009 | 0.268508,international_ratio_24h | channel_transaction_ratio | pep_flag,-1.361817 | -1.350031 | -1.343559
TXN00073435,CUST000702,170.33,1.849517534044047e-10,1.849517534044047e-08,LOW,transaction_hour | is_night_transaction | is_small_cash_transaction,5.454554 | 1.509443 | 0.776018,cash_ratio_24h | transaction_month | international_ratio_24h,-1.796937 | -1.396581 | -1.361817
TXN00019992,CUST003053,286.05,2.852408810315295e-08,2.852408810315295e-06,LOW,transaction_hour | is_night_transaction | channel_transaction_count,5.454554 | 1.509443 | 0.676429,international_ratio_24h | is_weekend | amount_vs_customer_max,-1.361817 | -0.430003 | -0.296497
TXN00071024,CUST002680,94.67,1.6725889212454807e-09,1.6725889212454808e-07,LOW,transaction_hour | transaction_month | is_night_transaction,4.584609 | 1.928612 | 1.509443,log_amount | channel_transaction_count | channel_transaction_ratio,-2.621217 | -0.679820 | -0.627834
TXN00020898,CUST004354,1109.51,8.131517822203245e-11,8.131517822203245e-09,LOW,log_amount | transaction_hour | transaction_month,2.931367 | 2.844720 | 0.503529,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,-1.361817 | -1.188345 | -1.018882
TXN00105857,CUST004509,708.75,1.4244538269599415e-11,1.4244538269599416e-09,LOW,log_amount | is_night_transaction | international_ratio_24h,1.917495 | 1.509443 | 1.248694,transaction_hour | channel_transaction_count | channel_transaction_ratio,-4.549811 | -0.510289 | -0.493799
TXN00003005,CUST000667,180.67,1.3269657260550304e-10,1.3269657260550303e-08,LOW,transaction_hour | transaction_month | unique_destination_countries,2.844720 | 2.403639 | 0.335847,international_ratio_24h | log_amount | is_night_transaction,-1.361817 | -1.168819 | -0.530345
TXN00098129,CUST004839,418.25,1.4929454435379032e-09,1.492945443537903e-07,LOW,transaction_month | channel_transaction_count | transaction_hour,1.928612 | 1.185023 | 1.104830,international_ratio_24h | is_night_transaction | transaction_day_of_week,-1.361817 | -0.530345 | -0.352400
TXN00049023,CUST001059,193.54,3.991857984566727e-10,3.991857984566727e-08,LOW,transaction_month | transaction_hour | channel_transaction_count,2.403639 | 1.974775 | 1.185023,cash_ratio_24h | international_ratio_24h | log_amount,-1.796937 | -1.361817 | -1.013802
TXN00031830,CUST001642,3186.31,1.949932822877298e-09,1.949932822877298e-07,LOW,log_amount | transaction_hour | channel_transaction_ratio,5.319295 | 1.974775 | 1.041513,cash_ratio_24h | transaction_month | international_ratio_24h,-1.796937 | -1.396581 | -1.361817
TXN00043981,CUST003031,1076.39,2.812717904332236e-07,2.812717904332236e-05,LOW,transaction_hour | log_amount | is_night_transaction,5.454554 | 2.862793 | 1.509443,international_ratio_24h | amount_vs_customer_average | transaction_month,-1.361817 | -0.475249 | -0.446526
TXN00014967,CUST004080,927.92,2.512836007003264e-09,2.512836007003264e-07,LOW,log_amount | international_ratio_24h | channel_transaction_count,2.526979 | 1.248694 | 1.185023,transaction_month | is_night_transaction | is_weekend,-1.871608 | -0.530345 | -0.430003
TXN00112226,CUST001868,353.17,4.739812911030826e-10,4.739812911030826e-08,LOW,transaction_hour | unique_counterparties | customer_total_transactions,2.409747 | 0.610499 | 0.556911,is_night_transaction | transaction_month | channel_transaction_ratio,-0.530345 | -0.446526 | -0.394288
TXN00032283,CUST004256,38.4,3.0405520149591116e-11,3.0405520149591114e-09,LOW,transaction_hour | is_night_transaction | channel_transaction_count,4.149637 | 1.509443 | 0.337367,log_amount | international_ratio_24h | transaction_month,-4.630425 | -1.361817 | -0.446526
TXN00084004,CUST001356,4673.41,3.1547459961360445e-12,3.1547459961360446e-10,LOW,log_amount | transaction_month | amount_deviation_from_average,6.186551 | 2.403639 | 1.890881,top_transaction_indicator | customer_volume_share | transaction_hour,-3.591158 | -3.205386 | -2.809922
TXN00072196,CUST003597,269.2,2.8082896261021686e-12,2.808289626102169e-10,LOW,transaction_hour | transactions_24h | cash_ratio_24h,1.974775 | 0.440089 | 0.268508,transaction_month | international_ratio_24h | is_night_transaction,-1.871608 | -1.361817 | -0.530345
TXN00002148,CUST003918,1838.99,1.2354541633091352e-10,1.2354541633091352e-08,LOW,transaction_hour | log_amount | amount_vs_customer_max,4.584609 | 4.074965 | 1.826970,top_transaction_indicator | transaction_month | channel_transaction_ratio,-3.591158 | -1.871608 | -1.761595
TXN00033408,CUST004892,20.22,4.077019524069025e-15,4.077019524069025e-13,LOW,international_ratio_24h | channel_transaction_ratio | amount_vs_customer_average,1.248694 | 0.646054 | 0.338187,log_amount | transaction_month | transaction_hour,-6.031943 | -2.821663 | -1.505005
TXN00029781,CUST002649,124.1,2.574123401033433e-12,2.5741234010334327e-10,LOW,transaction_hour | international_ratio_24h | channel_transaction_ratio,1.974775 | 1.248694 | 0.325034,transaction_month | log_amount | is_night_transaction,-2.821663 | -2.013774 | -0.530345
TXN00070926,CUST000057,330.48,2.3642325398181154e-06,0.00023642325398181153,LOW,suspicious_transaction_ratio | channel_transaction_count | rapid_movement_ratio,5.280900 | 3.727991 | 2.429835,amount_deviation_from_average | customer_total_volume | cash_ratio_24h,-5.316186 | -2.103914 | -1.796937
TXN00074761,CUST002849,459.95,8.923406668286534e-12,8.923406668286534e-10,LOW,international_ratio_24h | log_amount | unique_counterparties,1.248694 | 0.939947 | 0.310647,transaction_hour | channel_transaction_ratio | channel_transaction_count,-1.505005 | -1.459560 | -1.018882
TXN00096518,CUST004859,348.82,2.4377441643262177e-08,2.437744164326218e-06,LOW,transaction_hour | transaction_month | is_night_transaction,4.584609 | 1.928612 | 1.509443,channel_transaction_count | channel_transaction_ratio | amount_deviation_from_average,-0.849351 | -0.644320 | -0.547386
TXN00069334,CUST003378,4701.44,1.1743882259997085e-12,1.1743882259997086e-10,LOW,log_amount | amount_deviation_from_average | amount_vs_customer_max,6.200092 | 1.870920 | 1.826970,transaction_hour | customer_volume_share | top_transaction_indicator,-4.549811 | -3.702628 | -3.591158
TXN00036971,CUST003219,780.46,8.807080836373456e-10,8.807080836373456e-08,LOW,transaction_hour | log_amount | is_night_transaction,5.019582 | 2.135486 | 1.509443,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,-1.361817 | -1.146307 | -1.018882
TXN00072901,CUST003344,281.71,6.175174062590356e-13,6.175174062590356e-11,LOW,transaction_hour | cash_ratio_24h | international_ratio,1.974775 | 0.268508 | 0.252140,transaction_month | international_ratio_24h | is_night_transaction,-2.821663 | -1.361817 | -0.530345
TXN00011951,CUST004752,77.63,3.5294714755200825e-11,3.5294714755200826e-09,LOW,transaction_hour | international_ratio_24h | channel_transaction_count,1.974775 | 1.248694 | 1.015492,log_amount | transaction_month | is_night_transaction,-3.065464 | -1.396581 | -0.530345
TXN00100878,CUST003579,78.21,1.2537526904734355e-11,1.2537526904734355e-09,LOW,transaction_month | transaction_hour | channel_transaction_ratio,2.403639 | 0.669858 | 0.586606,log_amount | international_ratio_24h | is_night_transaction,-3.048820 | -1.361817 | -0.530345
TXN00053519,CUST000468,1809.76,1.0750281450338544e-12,1.0750281450338544e-10,LOW,log_amount | amount_vs_customer_max | international_ratio_24h,4.038698 | 1.590082 | 1.248694,transaction_month | transaction_hour | channel_transaction_ratio,-2.821663 | -1.939977 | -1.226562
TXN00102644,CUST001286,1573.54,2.464854971557688e-07,2.4648549715576876e-05,LOW,transaction_hour | log_amount | transaction_month,4.149637 | 3.722114 | 1.928612,channel_transaction_ratio | amount_vs_customer_average | customer_volume_share,-1.005570 | -0.967009 | -0.907070
TXN00103906,CUST004481,679.78,2.9165976990424637e-09,2.916597699042464e-07,LOW,transaction_hour | log_amount | international_ratio_24h,1.974775 | 1.823112 | 1.248694,is_night_transaction | transaction_day_of_week | unique_counterparties,-0.530345 | -0.352400 | -0.289058
TXN00051184,CUST000367,148.02,6.362826912523532e-12,6.362826912523532e-10,LOW,transaction_month | international_ratio_24h | channel_transaction_ratio,1.928612 | 1.248694 | 0.325034,transaction_hour | log_amount | is_night_transaction,-3.244894 | -1.617505 | -0.530345
TXN00119778,CUST003244,2486.68,1.1484548212523695e-08,1.1484548212523695e-06,LOW,log_amount | transaction_month | amount_deviation_from_average,4.758012 | 2.403639 | 0.856436,cash_ratio_24h | international_ratio_24h | amount_vs_customer_average,-1.796937 | -1.361817 | -0.928468
TXN00113505,CUST001954,231.29,2.779141664451332e-13,2.7791416644513318e-11,LOW,international_ratio_24h | transactions_7d | cash_ratio_24h,1.248694 | 0.283598 | 0.268508,channel_transaction_ratio | channel_transaction_count | transaction_month,-1.468601 | -1.188414 | -0.921553
TXN00096887,CUST002427,1079.9,1.9255829858263682e-07,1.925582985826368e-05,LOW,transaction_hour | log_amount | is_night_transaction,3.279692 | 2.870159 | 1.509443,transaction_month | average_transaction_30d | suspicious_transaction_ratio,-1.871608 | -0.728409 | -0.276996
TXN00071877,CUST000632,62.34,1.3155442964755977e-13,1.3155442964755977e-11,LOW,transaction_month | international_ratio_24h | is_small_cash_transaction,1.453584 | 1.248694 | 0.776018,log_amount | transaction_hour | cash_ratio_24h,-3.555200 | -2.809922 | -1.796937
TXN00087548,CUST000513,283.88,1.2788320156929715e-11,1.2788320156929716e-09,LOW,rule_alert_ratio | channel_transaction_ratio | cash_ratio_24h,4.736594 | 1.068448 | 0.268508,transaction_hour | international_ratio_24h | is_night_transaction,-3.679867 | -1.361817 | -0.530345
TXN00035571,CUST000065,120.33,5.969252725370992e-08,5.969252725370992e-06,LOW,suspicious_transaction_ratio | channel_transaction_count | rapid_movement_ratio,5.162647 | 3.558460 | 1.852056,transaction_month | structuring_customer_count | log_amount,-2.821663 | -2.292676 | -2.083075
TXN00112081,CUST003371,542.76,6.5048500329400595e-09,6.50485003294006e-07,LOW,transaction_hour | transaction_month | log_amount,2.409747 | 1.453584 | 1.314136,is_night_transaction | is_weekend | suspicious_transaction_ratio,-0.530345 | -0.430003 | -0.276996
TXN00013947,CUST000435,704.45,9.374180607216558e-09,9.374180607216559e-07,LOW,transaction_hour | log_amount | is_night_transaction,4.149637 | 1.903732 | 1.509443,cash_ratio_24h | international_ratio_24h | unique_destination_countries,-1.796937 | -1.361817 | -0.369714
TXN00033668,CUST002565,89.04,1.1252548847568522e-08,1.1252548847568522e-06,LOW,transaction_hour | transaction_month | is_night_transaction,5.454554 | 1.928612 | 1.509443,log_amount | cash_ratio_24h | international_ratio_24h,-2.758580 | -1.796937 | -1.361817
TXN00074012,CUST004939,82.8,1.3068662472894736e-13,1.3068662472894736e-11,LOW,channel_transaction_count | channel_transaction_ratio | customer_total_transactions,1.863148 | 1.649241 | 0.336788,log_amount | transaction_month | transaction_hour,-2.921241 | -1.871608 | -1.505005
TXN00037120,CUST003220,507.26,5.9105215931192326e-09,5.910521593119232e-07,LOW,transaction_hour | transaction_month | is_night_transaction,4.149637 | 2.403639 | 1.509443,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,-1.361817 | -0.959045 | -0.849351
TXN00010770,CUST001663,176.21,1.0715064873768217e-12,1.0715064873768218e-10,LOW,transaction_month | transaction_hour | adverse_media_flag,2.403639 | 1.104830 | 0.549416,channel_transaction_ratio | international_ratio_24h | log_amount,-1.440575 | -1.361817 | -1.225114
TXN00033185,CUST003925,2571.75,7.32152897144613e-11,7.32152897144613e-09,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,4.834167 | 1.019348 | 0.919888,transaction_month | international_ratio_24h | customer_volume_share,-1.396581 | -1.361817 | -1.133766
TXN00005010,CUST004464,2757.05,9.624568055624999e-11,9.624568055624999e-09,LOW,log_amount | amount_vs_customer_max | transaction_hour,4.991681 | 1.826970 | 1.539802,top_transaction_indicator | customer_volume_share | amount_vs_customer_average,-3.591158 | -2.632581 | -1.311623
TXN00025397,CUST000496,21.69,3.618012406978704e-13,3.6180124069787036e-11,LOW,transaction_hour | transaction_month | is_small_cash_transaction,2.409747 | 0.978557 | 0.776018,log_amount | channel_transaction_ratio | channel_transaction_count,-5.880245 | -1.188345 | -0.849351
TXN00115904,CUST000183,790.38,4.803096893438445e-13,4.8030968934384445e-11,LOW,log_amount | channel_transaction_ratio | cash_ratio_24h,2.164055 | 0.394273 | 0.268508,transaction_hour | international_ratio_24h | is_night_transaction,-2.809922 | -1.361817 | -0.530345
TXN00069742,CUST001037,342.72,4.556687724199322e-13,4.556687724199322e-11,LOW,transaction_hour | international_ratio_24h | is_small_cash_transaction,1.974775 | 1.248694 | 0.776018,transaction_month | channel_transaction_ratio | cash_ratio_24h,-2.821663 | -1.811135 | -1.796937
TXN00036587,CUST001321,86.73,2.739182274897124e-16,2.7391822748971242e-14,LOW,amount_vs_customer_average | cash_ratio_24h | customer_volume_share,0.289432 | 0.268508 | 0.260036,log_amount | transaction_month | channel_transaction_ratio,-2.817443 | -2.346636 | -1.793697
TXN00041375,CUST002570,388.43,6.034505012969652e-14,6.034505012969652e-12,LOW,international_ratio_24h | log_amount | cash_ratio_24h,1.248694 | 0.558086 | 0.268508,transaction_hour | transaction_month | channel_transaction_ratio,-2.809922 | -1.871608 | -0.749685
TXN00050586,CUST002289,679.44,2.855917231572956e-09,2.855917231572956e-07,LOW,transaction_hour | log_amount | is_night_transaction,4.149637 | 1.821980 | 1.509443,transaction_month | international_ratio_24h | is_weekend,-2.346636 | -1.361817 | -0.430003
TXN00069832,CUST003687,2881.56,4.488596690186523e-10,4.4885966901865226e-08,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,5.091684 | 1.276362 | 1.060594,channel_transaction_ratio | international_ratio_24h | amount_vs_customer_average,-1.524652 | -1.361817 | -1.278112
TXN00011031,CUST002388,614.51,1.3624207818633734e-12,1.3624207818633733e-10,LOW,log_amount | is_night_transaction | customer_max_transaction,1.594845 | 1.509443 | 0.461600,transaction_hour | international_ratio_24h | channel_transaction_ratio,-4.114839 | -1.361817 | -0.510308
TXN00082714,CUST002832,711.07,3.63018238759558e-11,3.63018238759558e-09,LOW,log_amount | transaction_month | amount_vs_customer_max,1.924886 | 1.453584 | 1.063496,international_ratio_24h | customer_volume_share | amount_vs_customer_average,-1.361817 | -0.739517 | -0.539848
TXN00033434,CUST001487,217.67,3.974222772345415e-13,3.974222772345415e-11,LOW,international_ratio_24h | customer_max_transaction | cash_ratio_24h,1.248694 | 0.488667 | 0.268508,transaction_hour | transaction_month | log_amount,-2.809922 | -1.871608 | -0.748986
